"행정구역별","산업별",2024.1/2,2024.1/2,2024.2/2,2024.2/2
"통영시","전기·운수·통신·금융(D,H,J,K)",5,-,5,-
"통영시","사업·개인·공공서비스 및 기타(E,L~U)",23,-,23,-
"사천시","계",61,-,61,-
"사천시","농업, 임업 및 어업 (A)",10,-,10,-
"사천시","광·제조업(B,C)",15,-,15,-
"사천시","건설업 (F) ",4,-,4,-
"사천시","도소매·숙박음식업(G,I)",8,-,8,-
"사천시","전기·운수·통신·금융(D,H,J,K)",5,-,4,-
"사천시","사업·개인·공공서비스 및 기타(E,L~U)",20,-,20,-
"김해시","계",286,-,290,-
"김해시","농업, 임업 및 어업 (A)",8,*,8,*
"김해시","광·제조업(B,C)",87,-,93,-
"김해시","건설업 (F) ",16,-,15,-
"김해시","도소매·숙박음식업(G,I)",50,-,50,-
"김해시","전기·운수·통신·금융(D,H,J,K)",29,-,28,-
"김해시","사업·개인·공공서비스 및 기타(E,L~U)",96,-,96,-
"밀양시","계",58,-,57,-
"밀양시","농업, 임업 및 어업 (A)",18,-,17,-
"밀양시","광·제조업(B,C)",8,-,8,-
"밀양시","건설업 (F) ",3,-,3,-
"밀양시","도소매·숙박음식업(G,I)",6,-,7,-
"밀양시","전기·운수·통신·금융(D,H,J,K)",4,-,3,-
"밀양시","사업·개인·공공서비스 및 기타(E,L~U)",19,-,19,-
"거제시","계",131,-,134,-
"거제시","농업, 임업 및 어업 (A)",6,*,5,*
"거제시","광·제조업(B,C)",47,-,50,-
"거제시","건설업 (F) ",5,-,5,-
"거제시","도소매·숙박음식업(G,I)",20,-,18,-
"거제시","전기·운수·통신·금융(D,H,J,K)",8,-,8,-
"거제시","사업·개인·공공서비스 및 기타(E,L~U)",46,-,48,-
"양산시","계",185,-,185,-
"양산시","농업, 임업 및 어업 (A)",2,*,1,*
"양산시","광·제조업(B,C)",48,-,51,-
"양산시","건설업 (F) ",11,-,12,-
"양산시","도소매·숙박음식업(G,I)",29,-,29,-
"양산시","전기·운수·통신·금융(D,H,J,K)",24,-,24,-
"양산시","사업·개인·공공서비스 및 기타(E,L~U)",70,-,67,-
"의령군","계",16,-,16,-
"의령군","농업, 임업 및 어업 (A)",7,-,7,-
"의령군","광·제조업(B,C)",1,-,2,-
"의령군","건설업 (F) ",1,-,1,-
"의령군","도소매·숙박음식업(G,I)",1,-,1,*
"의령군","전기·운수·통신·금융(D,H,J,K)",1,*,1,*
"의령군","사업·개인·공공서비스 및 기타(E,L~U)",5,-,5,-
"함안군","계",36,-,35,-
"함안군","농업, 임업 및 어업 (A)",8,-,7,-
"함안군","광·제조업(B,C)",10,-,10,-
"함안군","건설업 (F) ",2,-,2,-
"함안군","도소매·숙박음식업(G,I)",4,-,4,-
"함안군","전기·운수·통신·금융(D,H,J,K)",2,-,2,-
"함안군","사업·개인·공공서비스 및 기타(E,L~U)",10,-,10,-
"창녕군","계",35,-,34,-
"창녕군","농업, 임업 및 어업 (A)",12,-,11,-
"창녕군","광·제조업(B,C)",5,-,6,-
"창녕군","건설업 (F) ",2,-,2,-
"창녕군","도소매·숙박음식업(G,I)",5,-,4,-
"창녕군","전기·운수·통신·금융(D,H,J,K)",2,-,2,-
"창녕군","사업·개인·공공서비스 및 기타(E,L~U)",10,-,11,-
"고성군","계",30,-,30,-
"고성군","농업, 임업 및 어업 (A)",11,-,11,-
"고성군","광·제조업(B,C)",4,-,4,-
"고성군","건설업 (F) ",2,-,2,-
"고성군","도소매·숙박음식업(G,I)",4,-,3,-
"고성군","전기·운수·통신·금융(D,H,J,K)",2,-,2,-
"고성군","사업·개인·공공서비스 및 기타(E,L~U)",8,-,8,-
"남해군","계",26,-,25,-
"남해군","농업, 임업 및 어업 (A)",12,-,11,-
"남해군","광·제조업(B,C)",1,*,1,*
"남해군","건설업 (F) ",1,-,1,-
"남해군","도소매·숙박음식업(G,I)",4,-,4,-
"남해군","전기·운수·통신·금융(D,H,J,K)",1,*,1,*
"남해군","사업·개인·공공서비스 및 기타(E,L~U)",7,-,7,-
"하동군","계",26,-,26,-
"하동군","농업, 임업 및 어업 (A)",14,-,14,-
"하동군","광·제조업(B,C)",1,-,1,-
"하동군","건설업 (F) ",1,-,1,-
"하동군","도소매·숙박음식업(G,I)",3,-,3,-
"하동군","전기·운수·통신·금융(D,H,J,K)",1,-,2,-
"하동군","사업·개인·공공서비스 및 기타(E,L~U)",5,-,5,-
"산청군","계",22,-,23,-
"산청군","농업, 임업 및 어업 (A)",11,-,11,-
"산청군","광·제조업(B,C)",1,-,1,-
"산청군","건설업 (F) ",1,*,1,*
"산청군","도소매·숙박음식업(G,I)",3,-,3,-
"산청군","전기·운수·통신·금융(D,H,J,K)",1,-,1,-
"산청군","사업·개인·공공서비스 및 기타(E,L~U)",6,-,6,-
"함양군","계",23,-,22,-
"함양군","농업, 임업 및 어업 (A)",10,-,10,-
"함양군","광·제조업(B,C)",1,-,1,-
"함양군","건설업 (F) ",1,-,1,*
"함양군","도소매·숙박음식업(G,I)",2,-,2,-
"함양군","전기·운수·통신·금융(D,H,J,K)",1,*,1,*
"함양군","사업·개인·공공서비스 및 기타(E,L~U)",7,-,7,-
"거창군","계",35,-,34,-
"거창군","농업, 임업 및 어업 (A)",12,-,11,-
"거창군","광·제조업(B,C)",3,-,3,-
"거창군","건설업 (F) ",2,-,2,-
"거창군","도소매·숙박음식업(G,I)",5,-,5,-
"거창군","전기·운수·통신·금융(D,H,J,K)",2,-,2,-
"거창군","사업·개인·공공서비스 및 기타(E,L~U)",12,-,12,-
"합천군","계",25,-,25,-
"합천군","농업, 임업 및 어업 (A)",11,-,12,-
"합천군","광·제조업(B,C)",2,-,2,-
"합천군","건설업 (F) ",2,-,2,-
"합천군","도소매·숙박음식업(G,I)",2,-,2,-
"합천군","전기·운수·통신·금융(D,H,J,K)",1,*,1,-
"합천군","사업·개인·공공서비스 및 기타(E,L~U)",7,-,7,-
"제주시","계",290,-,288,-
"제주시","농업, 임업 및 어업 (A)",29,-,27,-
"제주시","광·제조업(B,C)",10,-,10,-
"제주시","건설업 (F) ",27,-,26,-
"제주시","도소매·숙박음식업(G,I)",74,-,72,-
"제주시","전기·운수·통신·금융(D,H,J,K)",30,-,31,-
"제주시","사업·개인·공공서비스 및 기타(E,L~U)",121,-,122,-
"서귀포시","계",111,-,110,-
"서귀포시","농업, 임업 및 어업 (A)",30,-,28,-
"서귀포시","광·제조업(B,C)",3,-,3,-
"서귀포시","건설업 (F) ",8,-,8,-
"서귀포시","도소매·숙박음식업(G,I)",26,-,25,-
"서귀포시","전기·운수·통신·금융(D,H,J,K)",6,-,7,-
"서귀포시","사업·개인·공공서비스 및 기타(E,L~U)",38,-,40,-
